Datetime,Air Temp,Air Hum,Soil Temp,Soil Moisture
2024-06-08 02:16:11,-0.0501254707117276,0.5137487200621059,0.3438895887741391,0.8527559554303801
2024-06-08 02:35:47,-0.0501254707117243,0.0462710471253462,-1.6847997355340003,-1.3363873563416886
2024-06-08 10:44:41,-0.0501254707115887,-1.1747806345854703,1.4588944082412096,0.2446605910492498
2024-06-08 07:40:04,-0.0501254707117467,0.5043991666033713,-0.1826404648630879,0.2041209000905076
2024-06-08 06:05:44,-0.0501254707117503,0.5043991666033713,0.1580554521962953,1.095994101182832
2024-06-08 03:35:41,-0.0501254707117292,0.0930188144190222,-1.7777168038229232,-1.3363873563416886
2024-06-08 07:36:56,-0.0501254707117276,0.5137487200621059,-0.8640322989818519,1.3797719378940263
2024-06-08 10:11:26,-0.0501254707116015,-1.2177885804956516,0.0573952948832954,-0.2012760094969122
2024-06-08 04:35:31,-0.0501254707117309,0.1210674747952275,-1.8783769611359225,-1.3363873563416886
2024-06-08 04:11:50,-0.0501254707117309,0.1117179213364928,-2.025495652593383,-1.3363873563416886
2024-06-08 07:17:06,-0.0501254707117523,0.5043991666033713,0.0109367607388338,1.095994101182832
2024-06-08 09:43:28,-0.050125470711585,-2.321035888626404,1.1724001143503646,-1.3363873563416886
2024-06-08 04:47:45,-0.0501254707117441,0.5043991666033713,0.2974310546296788,0.2041209000905076
2024-06-08 06:59:12,-0.0501254707117523,0.5043991666033713,0.0109367607388338,1.095994101182832
2024-06-08 06:49:23,-0.0501254707117384,0.5137487200621059,-0.7169136075243917,0.7311368825541541
2024-06-08 10:46:58,-0.0501254707115725,-1.8778670546823568,0.3438895887741391,-0.2418157004556544
2024-06-08 10:57:34,-0.0501254707115494,-2.7492454370364774,1.2653171826392875,1.1365337921415744
2024-06-08 08:24:17,-0.0501254707117375,0.5137487200621059,0.3438895887741391,-0.0796569366206862
2024-06-08 09:27:43,-0.0501254707116774,0.5043991666033713,-0.1826404648630879,0.2852002820079917
2024-06-08 03:51:10,-0.0501254707117375,0.5137487200621059,-0.0897233965741647,0.7716765735128958
2024-06-08 07:35:31,-0.0501254707117503,0.5043991666033713,-0.0432648624297044,1.095994101182832
2024-06-08 04:36:07,-0.0501254707117507,0.5043991666033713,0.3438895887741391,1.1365337921415744
2024-06-08 02:32:41,-0.0501254707117424,0.3940744357902954,1.4588944082412096,-1.3363873563416886
2024-06-08 03:39:20,-0.0501254707117342,0.5137487200621059,-0.0432648624297044,0.8932956463891217
2024-06-08 05:35:17,-0.0501254707117394,0.5043991666033713,0.2045139863407556,0.2041209000905076
2024-06-08 02:21:29,-0.0501254707117424,0.3641558647223434,1.4588944082412096,-1.3363873563416886
2024-06-08 02:36:18,-0.0501254707117408,0.5043991666033713,0.7310440399779826,1.177073483100316
2024-06-08 05:12:04,-0.0501254707117276,0.1210674747952275,-1.8783769611359225,-1.3363873563416886
2024-06-08 10:13:12,-0.0501254707115362,-3.105515378153798,1.6060130996986697,-1.3363873563416886
2024-06-08 11:15:25,-0.0501254707115454,-2.9829842735048566,1.6524716338431311,1.1365337921415744
2024-06-08 05:05:34,-0.0501254707117368,0.5043991666033713,0.2509725204852172,0.2041209000905076
2024-06-08 06:11:43,-0.0501254707117523,0.5043991666033713,0.1580554521962953,1.095994101182832
2024-06-08 08:40:51,-0.050125470711749,0.5043991666033713,-0.4304193136335481,1.2581528650178002
2024-06-08 10:56:36,-0.0501254707115771,-1.1953496521946878,1.8460488594450533,0.2446605910492498
2024-06-08 08:47:57,-0.0501254707117358,0.5137487200621059,0.1580554521962953,0.0014224452967975
2024-06-08 03:30:23,-0.050125470711747,0.5043991666033713,0.5916684375445992,1.177073483100316
2024-06-08 03:54:38,-0.0501254707117507,0.5043991666033713,0.4910082802316006,1.1365337921415744
2024-06-08 08:30:13,-0.0501254707117375,0.5137487200621059,0.2974310546296788,-0.0391172456619443
2024-06-08 09:00:00,-0.0501254707117305,0.5043991666033713,0.2045139863407556,-1.3363873563416886
2024-06-08 08:19:20,-0.0501254707117352,0.1584656886301688,-1.3905623526190796,-1.3363873563416886
2024-06-08 05:38:23,-0.0501254707117342,0.5137487200621059,-0.4768778477780083,0.7311368825541541
2024-06-08 04:35:50,-0.0501254707117427,0.5043991666033713,0.3438895887741391,0.2041209000905076
2024-06-08 02:34:02,-0.0501254707117292,0.5137487200621059,0.2974310546296788,0.8527559554303801
2024-06-08 07:46:01,-0.0501254707117457,0.5043991666033713,-0.1826404648630879,0.3257399729667336
2024-06-08 02:42:47,-0.0501254707117342,0.5043991666033713,0.6845855058335224,0.2041209000905076
2024-06-08 10:23:20,-0.0501254707115906,-1.6534777716727127,0.103853829027757,-0.2012760094969122
2024-06-08 10:07:15,-0.0501254707115428,-3.105515378153798,1.4588944082412096,-1.3363873563416886
2024-06-08 11:09:25,-0.0501254707115504,-2.8146923112476228,1.5053529423856695,1.1365337921415744
2024-06-08 10:49:22,-0.0501254707115247,-3.105515378153798,2.8681366106232,-1.3363873563416886
2024-06-08 10:55:46,-0.0501254707115313,-3.105515378153798,3.156298241906332,-1.3363873563416886
2024-06-08 09:09:53,-0.0501254707117104,0.5043991666033713,-0.2290989990075481,0.2852002820079917
2024-06-08 05:23:49,-0.0501254707117434,0.4483018458509593,0.8781627314354442,-1.3363873563416886
2024-06-08 09:28:08,-0.0501254707116335,-1.0625859930806478,-0.2833006221760865,1.217613174059058
2024-06-08 06:04:49,-0.0501254707117424,0.5043991666033713,0.103853829027757,0.2041209000905076
2024-06-08 04:47:57,-0.0501254707117473,0.5043991666033713,0.2974310546296788,1.1365337921415744
2024-06-08 06:25:23,-0.0501254707117342,0.1472462244796862,-2.071954186737844,-1.3363873563416886
2024-06-08 06:38:23,-0.0501254707117325,0.1584656886301688,-2.1648712550267666,-1.3363873563416886
2024-06-08 10:01:17,-0.0501254707115576,-2.8259117753981053,1.6524716338431311,-1.3363873563416886
2024-06-08 07:25:06,-0.0501254707117408,0.5137487200621059,-1.1040680587282352,1.3392322469352842
2024-06-08 10:15:35,-0.0501254707115636,-2.7473755263447295,0.2974310546296788,1.177073483100316
2024-06-08 03:00:04,-0.0501254707117276,0.0275719402078755,-1.7312582696784615,-1.3363873563416886
2024-06-08 05:14:35,-0.0501254707117325,0.5137487200621059,-0.4304193136335481,0.7311368825541541
2024-06-08 08:39:15,-0.0501254707117427,0.5043991666033713,-0.2833006221760865,0.2852002820079917
2024-06-08 05:36:30,-0.0501254707117467,0.4296027389334887,0.8781627314354442,-1.3363873563416886
2024-06-08 06:28:33,-0.0501254707117424,0.5043991666033713,0.0109367607388338,0.2041209000905076
2024-06-08 06:29:32,-0.0501254707117487,0.5043991666033713,0.103853829027757,1.095994101182832
2024-06-08 03:29:45,-0.0501254707117286,0.0649701540428168,-1.8783769611359225,-1.3363873563416886
2024-06-08 04:37:26,-0.050125470711749,0.496919523836382,1.0252814228929044,-1.3363873563416886
2024-06-08 07:01:20,-0.0501254707117408,0.5137487200621059,-0.7633721416688534,0.7311368825541541
